case,event,startTime,completeTime
Case295,A10,1970/12/3 0:47,1970/12/3 0:47
Case295,A1,2008/7/9 22:23,2008/7/9 22:23
Case295,A2,2008/7/9 22:23,2008/7/9 22:23
Case295,A3,2008/7/9 22:23,2008/7/9 22:23
Case295,A4,2008/7/9 22:24,2008/7/9 22:24
Case295,A5,2008/7/9 22:26,2008/7/9 22:26
Case295,A6,2008/7/9 22:26,2008/7/9 22:26
Case295,A7,2008/7/10 13:52,2008/7/10 13:52
Case295,A8,2008/7/16 5:02,2008/7/16 5:02
Case295,A9,2008/7/16 5:02,2008/7/16 5:02
Case296,A10,1970/12/3 0:47,1970/12/3 0:47
Case296,A1,2008/1/14 17:51,2008/1/14 17:51
Case296,A2,2008/1/14 17:51,2008/1/14 17:51
Case296,A3,2008/1/14 17:51,2008/1/14 17:51
Case296,A4,2008/1/14 17:52,2008/1/14 17:52
Case296,A5,2008/1/14 18:50,2008/1/14 18:50
Case296,A6,2008/1/14 18:50,2008/1/14 18:50
Case296,A7,2008/1/14 18:50,2008/1/14 18:50
Case296,A8,2008/1/20 6:12,2008/1/20 6:12
Case296,A9,2008/1/20 6:12,2008/1/20 6:12
Case297,A10,1970/12/3 0:47,1970/12/3 0:47
Case297,A1,2008/1/14 17:52,2008/1/14 17:52
Case297,A4,2008/1/14 17:52,2008/1/14 17:52
Case297,A3,2008/1/14 17:52,2008/1/14 17:52
Case297,A5,2008/1/14 18:10,2008/1/14 18:10
Case297,A6,2008/1/14 18:10,2008/1/14 18:10
Case297,A1,2008/1/14 20:16,2008/1/14 20:16
Case297,A6,2008/1/14 20:16,2008/1/14 20:16
Case297,A12,2008/1/14 20:16,2008/1/14 20:16
Case297,A5,2008/1/14 20:18,2008/1/14 20:18
Case297,A6,2008/1/14 20:18,2008/1/14 20:18
Case297,A7,2008/1/14 20:36,2008/1/14 20:36
Case297,A8,2008/1/20 6:12,2008/1/20 6:12
Case297,A9,2008/1/20 6:12,2008/1/20 6:12
Case298,A10,1970/12/3 0:47,1970/12/3 0:47
Case298,A1,2009/6/25 13:01,2009/6/25 13:01
Case298,A4,2009/6/25 13:01,2009/6/25 13:01
Case298,A3,2009/6/25 13:01,2009/6/25 13:01
Case298,A11,2009/6/25 13:03,2009/6/25 13:03
Case298,A5,2009/6/25 13:06,2009/6/25 13:06
Case298,A6,2009/6/25 13:06,2009/6/25 13:06
Case298,A14,2009/6/25 13:35,2009/6/25 13:35
Case298,A18,2009/6/25 13:35,2009/6/25 13:35
Case298,A7,2009/6/25 15:17,2009/6/25 15:17
Case298,A16,2009/6/25 15:17,2009/6/25 15:17
Case298,A8,2009/7/1 5:02,2009/7/1 5:02
Case298,A9,2009/7/1 5:02,2009/7/1 5:02
Case299,A10,1970/12/3 0:47,1970/12/3 0:47
Case299,A1,2008/1/29 22:56,2008/1/29 22:56
Case299,A2,2008/1/29 22:56,2008/1/29 22:56
Case299,A3,2008/1/29 22:56,2008/1/29 22:56
Case299,A4,2008/1/29 22:59,2008/1/29 22:59
Case299,A2,2008/1/30 14:16,2008/1/30 14:16
Case299,A11,2008/1/30 14:36,2008/1/30 14:36
Case299,A5,2008/1/30 14:41,2008/1/30 14:41
Case299,A6,2008/1/30 14:41,2008/1/30 14:41
Case299,A1,2008/1/30 16:16,2008/1/30 16:16
Case299,A6,2008/1/30 16:16,2008/1/30 16:16
Case299,A2,2008/1/30 16:16,2008/1/30 16:16
Case299,A4,2008/1/30 16:59,2008/1/30 16:59
Case299,A2,2008/1/30 17:04,2008/1/30 17:04
Case299,A4,2008/1/30 17:34,2008/1/30 17:34
Case299,A2,2008/1/30 17:56,2008/1/30 17:56
Case299,A5,2008/1/30 18:10,2008/1/30 18:10
Case299,A6,2008/1/30 18:10,2008/1/30 18:10
Case299,A14,2008/1/30 18:11,2008/1/30 18:11
Case299,A18,2008/1/30 18:11,2008/1/30 18:11
Case299,A7,2008/2/4 18:25,2008/2/4 18:25
Case299,A16,2008/2/4 18:25,2008/2/4 18:25
Case299,A8,2008/2/10 6:10,2008/2/10 6:10
Case299,A9,2008/2/10 6:10,2008/2/10 6:10
Case300,A10,1970/12/3 0:47,1970/12/3 0:47
Case300,A1,2009/10/22 22:38,2009/10/22 22:38
Case300,A4,2009/10/22 22:38,2009/10/22 22:38
Case300,A3,2009/10/22 22:38,2009/10/22 22:38
Case300,A5,2009/10/22 22:42,2009/10/22 22:42
Case300,A6,2009/10/22 22:42,2009/10/22 22:42
Case300,A1,2009/10/22 23:09,2009/10/22 23:09
Case300,A6,2009/10/22 23:09,2009/10/22 23:09
Case300,A19,2009/10/22 23:09,2009/10/22 23:09
Case300,A5,2009/10/23 13:56,2009/10/23 13:56
Case300,A6,2009/10/23 13:56,2009/10/23 13:56
Case300,A7,2009/10/23 13:57,2009/10/23 13:57
Case300,A8,2009/10/29 6:02,2009/10/29 6:02
Case300,A9,2009/10/29 6:02,2009/10/29 6:02
Case301,A10,1970/12/3 0:47,1970/12/3 0:47
Case301,A1,2009/1/12 23:47,2009/1/12 23:47
Case301,A2,2009/1/12 23:47,2009/1/12 23:47
Case301,A3,2009/1/12 23:47,2009/1/12 23:47
Case301,A4,2009/1/12 23:49,2009/1/12 23:49
Case301,A5,2009/1/13 14:15,2009/1/13 14:15
Case301,A6,2009/1/13 14:15,2009/1/13 14:15
Case301,A7,2009/1/13 16:46,2009/1/13 16:46
Case301,A8,2009/1/19 6:02,2009/1/19 6:02
Case301,A9,2009/1/19 6:02,2009/1/19 6:02
Case302,A10,1970/12/3 0:47,1970/12/3 0:47
Case302,A1,2008/7/7 15:23,2008/7/7 15:23
Case302,A2,2008/7/7 15:23,2008/7/7 15:23
Case302,A3,2008/7/7 15:23,2008/7/7 15:23
Case302,A4,2008/7/7 15:25,2008/7/7 15:25
Case302,A5,2008/7/7 15:31,2008/7/7 15:31
Case302,A6,2008/7/7 15:31,2008/7/7 15:31
Case302,A14,2008/7/7 15:32,2008/7/7 15:32
Case302,A15,2008/7/7 15:32,2008/7/7 15:32
Case302,A7,2008/7/8 13:31,2008/7/8 13:31
Case302,A16,2008/7/8 13:31,2008/7/8 13:31
Case302,A8,2008/7/14 5:01,2008/7/14 5:01
Case302,A9,2008/7/14 5:01,2008/7/14 5:01
Case303,A10,1970/12/3 0:47,1970/12/3 0:47
Case303,A1,2009/5/4 16:51,2009/5/4 16:51
Case303,A2,2009/5/4 16:51,2009/5/4 16:51
Case303,A3,2009/5/4 16:51,2009/5/4 16:51
Case303,A4,2009/5/4 16:54,2009/5/4 16:54
Case303,A5,2009/5/6 15:39,2009/5/6 15:39
Case303,A6,2009/5/6 15:39,2009/5/6 15:39
Case303,A7,2009/5/8 20:05,2009/5/8 20:05
Case303,A8,2009/5/14 5:01,2009/5/14 5:01
Case303,A9,2009/5/14 5:01,2009/5/14 5:01
Case304,A10,1970/12/3 0:47,1970/12/3 0:47
Case304,A1,2008/7/3 21:11,2008/7/3 21:11
Case304,A2,2008/7/3 21:11,2008/7/3 21:11
Case304,A3,2008/7/3 21:11,2008/7/3 21:11
Case304,A4,2008/7/3 21:12,2008/7/3 21:12
Case304,A5,2008/7/3 21:22,2008/7/3 21:22
Case304,A6,2008/7/3 21:22,2008/7/3 21:22
Case304,A7,2008/7/7 20:00,2008/7/7 20:00
Case304,A8,2008/7/13 5:01,2008/7/13 5:01
Case304,A9,2008/7/13 5:01,2008/7/13 5:01
Case305,A10,1970/12/3 0:47,1970/12/3 0:47
Case305,A1,2009/1/27 18:34,2009/1/27 18:34
Case305,A4,2009/1/27 18:34,2009/1/27 18:34
Case305,A3,2009/1/27 18:34,2009/1/27 18:34
Case305,A5,2009/1/27 18:38,2009/1/27 18:38
Case305,A6,2009/1/27 18:38,2009/1/27 18:38
Case305,A6,2009/1/27 19:22,2009/1/27 19:22
Case305,A7,2009/1/27 19:30,2009/1/27 19:30
Case305,A8,2009/2/2 6:04,2009/2/2 6:04
Case305,A9,2009/2/2 6:04,2009/2/2 6:04
Case306,A10,1970/12/3 0:47,1970/12/3 0:47
Case306,A1,2008/12/8 19:26,2008/12/8 19:26
Case306,A2,2008/12/8 19:26,2008/12/8 19:26
Case306,A3,2008/12/8 19:26,2008/12/8 19:26
Case306,A11,2008/12/8 19:29,2008/12/8 19:29
Case306,A4,2008/12/8 19:32,2008/12/8 19:32
Case306,A5,2008/12/8 19:34,2008/12/8 19:34
Case306,A6,2008/12/8 19:34,2008/12/8 19:34
Case306,A7,2008/12/8 21:25,2008/12/8 21:25
Case306,A8,2008/12/14 6:06,2008/12/14 6:06
Case306,A9,2008/12/14 6:06,2008/12/14 6:06
Case307,A10,1970/12/3 0:47,1970/12/3 0:47
Case307,A1,2008/1/14 17:33,2008/1/14 17:33
Case307,A4,2008/1/14 17:33,2008/1/14 17:33
Case307,A3,2008/1/14 17:33,2008/1/14 17:33
Case307,A5,2008/1/14 20:28,2008/1/14 20:28
Case307,A6,2008/1/14 20:28,2008/1/14 20:28
Case307,A7,2008/1/14 20:28,2008/1/14 20:28
Case307,A8,2008/1/20 6:11,2008/1/20 6:11
Case307,A9,2008/1/20 6:11,2008/1/20 6:11
Case308,A10,1970/12/3 0:47,1970/12/3 0:47
Case308,A1,2008/6/11 18:58,2008/6/11 18:58
Case308,A2,2008/6/11 18:58,2008/6/11 18:58
Case308,A3,2008/6/11 18:58,2008/6/11 18:58
Case308,A11,2008/6/11 18:59,2008/6/11 18:59
Case308,A4,2008/6/11 19:02,2008/6/11 19:02
Case308,A5,2008/6/12 14:47,2008/6/12 14:47
Case308,A6,2008/6/12 14:47,2008/6/12 14:47
Case308,A1,2008/6/12 14:48,2008/6/12 14:48
Case308,A6,2008/6/12 14:48,2008/6/12 14:48
Case308,A13,2008/6/12 14:48,2008/6/12 14:48
Case308,A5,2008/6/12 15:09,2008/6/12 15:09
Case308,A6,2008/6/12 15:09,2008/6/12 15:09
Case308,A7,2008/6/12 20:37,2008/6/12 20:37
Case308,A8,2008/6/18 5:01,2008/6/18 5:01
Case308,A9,2008/6/18 5:01,2008/6/18 5:01
Case309,A10,1970/12/3 0:47,1970/12/3 0:47
Case309,A1,2008/4/24 21:52,2008/4/24 21:52
Case309,A2,2008/4/24 21:52,2008/4/24 21:52
Case309,A3,2008/4/24 21:52,2008/4/24 21:52
Case309,A4,2008/4/24 21:53,2008/4/24 21:53
Case309,A5,2008/4/24 22:37,2008/4/24 22:37
Case309,A6,2008/4/24 22:37,2008/4/24 22:37
Case309,A7,2008/4/25 13:38,2008/4/25 13:38
Case309,A8,2008/5/1 5:01,2008/5/1 5:01
Case309,A9,2008/5/1 5:01,2008/5/1 5:01
Case310,A10,1970/12/3 0:47,1970/12/3 0:47
Case310,A1,2009/1/9 23:30,2009/1/9 23:30
Case310,A2,2009/1/9 23:30,2009/1/9 23:30
Case310,A3,2009/1/9 23:30,2009/1/9 23:30
Case310,A4,2009/1/9 23:38,2009/1/9 23:38
Case310,A5,2009/1/12 14:34,2009/1/12 14:34
Case310,A6,2009/1/12 14:34,2009/1/12 14:34
Case310,A7,2009/1/12 15:01,2009/1/12 15:01
Case310,A8,2009/1/18 6:02,2009/1/18 6:02
Case310,A9,2009/1/18 6:02,2009/1/18 6:02
Case311,A10,1970/12/3 0:47,1970/12/3 0:47
Case311,A1,2008/12/15 17:52,2008/12/15 17:52
Case311,A2,2008/12/15 17:52,2008/12/15 17:52
Case311,A3,2008/12/15 17:52,2008/12/15 17:52
Case311,A13,2008/12/15 17:52,2008/12/15 17:52
Case311,A5,2008/12/15 19:00,2008/12/15 19:00
Case311,A6,2008/12/15 19:00,2008/12/15 19:00
Case311,A7,2008/12/15 19:00,2008/12/15 19:00
Case311,A8,2008/12/15 19:00,2008/12/15 19:00
Case311,A9,2008/12/15 19:00,2008/12/15 19:00
Case312,A10,1970/12/3 0:47,1970/12/3 0:47
Case312,A1,2008/10/8 16:31,2008/10/8 16:31
Case312,A2,2008/10/8 16:31,2008/10/8 16:31
Case312,A3,2008/10/8 16:31,2008/10/8 16:31
Case312,A4,2008/10/8 16:34,2008/10/8 16:34
Case312,A5,2008/10/8 16:36,2008/10/8 16:36
Case312,A6,2008/10/8 16:36,2008/10/8 16:36
Case312,A14,2008/10/8 16:38,2008/10/8 16:38
Case312,A15,2008/10/8 16:38,2008/10/8 16:38
Case312,A7,2008/10/14 15:32,2008/10/14 15:32
Case312,A16,2008/10/14 15:32,2008/10/14 15:32
Case312,A8,2008/10/20 5:00,2008/10/20 5:00
Case312,A9,2008/10/20 5:00,2008/10/20 5:00
Case313,A10,1970/12/3 0:47,1970/12/3 0:47
Case313,A1,2008/12/4 16:13,2008/12/4 16:13
Case313,A2,2008/12/4 16:13,2008/12/4 16:13
Case313,A3,2008/12/4 16:13,2008/12/4 16:13
Case313,A4,2008/12/4 16:14,2008/12/4 16:14
Case313,A5,2008/12/4 16:23,2008/12/4 16:23
Case313,A6,2008/12/4 16:23,2008/12/4 16:23
Case313,A7,2008/12/4 16:25,2008/12/4 16:25
Case313,A8,2008/12/10 6:03,2008/12/10 6:03
Case313,A9,2008/12/10 6:03,2008/12/10 6:03
Case314,A10,1970/12/3 0:47,1970/12/3 0:47
Case314,A1,2009/10/19 21:59,2009/10/19 21:59
Case314,A4,2009/10/19 21:59,2009/10/19 21:59
Case314,A3,2009/10/19 21:59,2009/10/19 21:59
Case314,A5,2009/10/19 22:24,2009/10/19 22:24
Case314,A6,2009/10/19 22:24,2009/10/19 22:24
Case314,A7,2009/10/20 15:26,2009/10/20 15:26
Case314,A6,2009/10/20 15:26,2009/10/20 15:26
Case314,A8,2009/10/26 6:04,2009/10/26 6:04
Case314,A9,2009/10/26 6:04,2009/10/26 6:04
Case315,A10,1970/12/3 0:47,1970/12/3 0:47
Case315,A1,2008/1/11 0:13,2008/1/11 0:13
Case315,A2,2008/1/11 0:13,2008/1/11 0:13
Case315,A3,2008/1/11 0:13,2008/1/11 0:13
Case315,A5,2008/1/11 0:18,2008/1/11 0:18
Case315,A6,2008/1/11 0:18,2008/1/11 0:18
Case315,A7,2008/1/11 0:20,2008/1/11 0:20
Case315,A8,2008/1/16 6:32,2008/1/16 6:32
Case315,A9,2008/1/16 6:32,2008/1/16 6:32
Case316,A10,1970/12/3 0:47,1970/12/3 0:47
Case316,A1,2008/7/3 20:53,2008/7/3 20:53
Case316,A4,2008/7/3 20:53,2008/7/3 20:53
Case316,A3,2008/7/3 20:53,2008/7/3 20:53
Case316,A5,2008/7/3 21:16,2008/7/3 21:16
Case316,A6,2008/7/3 21:16,2008/7/3 21:16
Case316,A7,2008/7/3 21:41,2008/7/3 21:41
Case316,A8,2008/7/9 5:06,2008/7/9 5:06
Case316,A9,2008/7/9 5:06,2008/7/9 5:06
Case317,A10,1970/12/3 0:47,1970/12/3 0:47
Case317,A1,2008/10/28 18:32,2008/10/28 18:32
Case317,A2,2008/10/28 18:32,2008/10/28 18:32
Case317,A3,2008/10/28 18:32,2008/10/28 18:32
Case317,A4,2008/10/28 18:33,2008/10/28 18:33
Case317,A5,2008/10/28 18:42,2008/10/28 18:42
Case317,A6,2008/10/28 18:42,2008/10/28 18:42
Case317,A7,2008/10/28 19:44,2008/10/28 19:44
Case317,A8,2008/11/3 6:06,2008/11/3 6:06
Case317,A9,2008/11/3 6:06,2008/11/3 6:06
Case318,A10,1970/12/3 0:47,1970/12/3 0:47
Case318,A1,2008/10/28 18:30,2008/10/28 18:30
Case318,A2,2008/10/28 18:30,2008/10/28 18:30
Case318,A3,2008/10/28 18:30,2008/10/28 18:30
Case318,A4,2008/10/28 18:31,2008/10/28 18:31
Case318,A5,2008/10/28 18:33,2008/10/28 18:33
Case318,A6,2008/10/28 18:33,2008/10/28 18:33
Case318,A7,2008/10/28 19:45,2008/10/28 19:45
Case318,A8,2008/11/3 6:06,2008/11/3 6:06
Case318,A9,2008/11/3 6:06,2008/11/3 6:06
Case319,A10,1970/12/3 0:47,1970/12/3 0:47
Case319,A1,2008/1/14 17:13,2008/1/14 17:13
Case319,A2,2008/1/14 17:13,2008/1/14 17:13
Case319,A3,2008/1/14 17:13,2008/1/14 17:13
Case319,A5,2008/1/14 17:16,2008/1/14 17:16
Case319,A6,2008/1/14 17:16,2008/1/14 17:16
Case319,A7,2008/1/14 17:17,2008/1/14 17:17
Case319,A8,2008/1/20 6:10,2008/1/20 6:10
Case319,A9,2008/1/20 6:10,2008/1/20 6:10
Case320,A10,1970/12/3 0:47,1970/12/3 0:47
Case320,A1,2008/6/18 17:13,2008/6/18 17:13
Case320,A2,2008/6/18 17:13,2008/6/18 17:13
Case320,A3,2008/6/18 17:13,2008/6/18 17:13
Case320,A5,2008/6/18 17:15,2008/6/18 17:15
Case320,A6,2008/6/18 17:15,2008/6/18 17:15
Case320,A14,2008/6/18 17:15,2008/6/18 17:15
Case320,A18,2008/6/18 17:15,2008/6/18 17:15
Case320,A1,2008/6/18 17:21,2008/6/18 17:21
Case320,A16,2008/6/18 17:21,2008/6/18 17:21
Case320,A6,2008/6/18 17:21,2008/6/18 17:21
Case320,A4,2008/6/18 17:21,2008/6/18 17:21
Case320,A2,2008/6/18 17:26,2008/6/18 17:26
Case320,A5,2008/6/18 17:31,2008/6/18 17:31
Case320,A6,2008/6/18 17:31,2008/6/18 17:31
Case320,A7,2008/6/18 17:31,2008/6/18 17:31
Case320,A8,2008/6/24 5:05,2008/6/24 5:05
Case320,A9,2008/6/24 5:05,2008/6/24 5:05
Case321,A10,1970/12/3 0:47,1970/12/3 0:47
Case321,A1,2009/4/7 21:40,2009/4/7 21:40
Case321,A2,2009/4/7 21:40,2009/4/7 21:40
Case321,A3,2009/4/7 21:40,2009/4/7 21:40
Case321,A4,2009/4/7 21:43,2009/4/7 21:43
Case321,A5,2009/4/8 13:12,2009/4/8 13:12
Case321,A6,2009/4/8 13:12,2009/4/8 13:12
Case321,A7,2009/4/8 15:24,2009/4/8 15:24
Case321,A8,2009/4/14 5:02,2009/4/14 5:02
Case321,A9,2009/4/14 5:02,2009/4/14 5:02
Case322,A10,1970/12/3 0:47,1970/12/3 0:47
Case322,A1,2008/9/8 17:04,2008/9/8 17:04
Case322,A2,2008/9/8 17:04,2008/9/8 17:04
Case322,A3,2008/9/8 17:04,2008/9/8 17:04
Case322,A4,2008/9/8 17:05,2008/9/8 17:05
Case322,A5,2008/9/8 17:07,2008/9/8 17:07
Case322,A6,2008/9/8 17:07,2008/9/8 17:07
Case322,A7,2008/9/24 21:00,2008/9/24 21:00
Case322,A8,2008/9/30 5:01,2008/9/30 5:01
Case322,A9,2008/9/30 5:01,2008/9/30 5:01
Case323,A10,1970/12/3 0:47,1970/12/3 0:47
Case323,A1,2009/3/5 18:41,2009/3/5 18:41
Case323,A2,2009/3/5 18:41,2009/3/5 18:41
Case323,A3,2009/3/5 18:41,2009/3/5 18:41
Case323,A4,2009/3/5 18:42,2009/3/5 18:42
Case323,A5,2009/3/5 19:11,2009/3/5 19:11
Case323,A6,2009/3/5 19:11,2009/3/5 19:11
Case323,A7,2009/3/6 15:09,2009/3/6 15:09
Case323,A8,2009/3/12 6:01,2009/3/12 6:01
Case323,A9,2009/3/12 6:01,2009/3/12 6:01
Case324,A10,1970/12/3 0:47,1970/12/3 0:47
Case324,A1,2008/7/4 17:28,2008/7/4 17:28
Case324,A2,2008/7/4 17:28,2008/7/4 17:28
Case324,A3,2008/7/4 17:28,2008/7/4 17:28
Case324,A4,2008/7/4 17:29,2008/7/4 17:29
Case324,A5,2008/7/4 17:36,2008/7/4 17:36
Case324,A6,2008/7/4 17:36,2008/7/4 17:36
Case324,A7,2008/7/7 18:33,2008/7/7 18:33
Case324,A8,2008/7/13 5:02,2008/7/13 5:02
Case324,A9,2008/7/13 5:02,2008/7/13 5:02
Case325,A10,1970/12/3 0:47,1970/12/3 0:47
Case325,A1,2008/4/16 21:45,2008/4/16 21:45
Case325,A2,2008/4/16 21:45,2008/4/16 21:45
Case325,A3,2008/4/16 21:45,2008/4/16 21:45
Case325,A4,2008/4/16 21:47,2008/4/16 21:47
Case325,A5,2008/4/16 21:57,2008/4/16 21:57
Case325,A6,2008/4/16 21:57,2008/4/16 21:57
Case325,A7,2008/4/17 14:54,2008/4/17 14:54
Case325,A8,2008/4/23 5:01,2008/4/23 5:01
Case325,A9,2008/4/23 5:01,2008/4/23 5:01
Case326,A10,1970/12/3 0:47,1970/12/3 0:47
Case326,A1,2008/4/30 16:36,2008/4/30 16:36
Case326,A2,2008/4/30 16:36,2008/4/30 16:36
Case326,A3,2008/4/30 16:36,2008/4/30 16:36
Case326,A4,2008/4/30 16:37,2008/4/30 16:37
Case326,A5,2008/4/30 16:38,2008/4/30 16:38
Case326,A6,2008/4/30 16:38,2008/4/30 16:38
Case326,A7,2008/4/30 16:39,2008/4/30 16:39
Case326,A8,2008/5/6 5:03,2008/5/6 5:03
Case326,A9,2008/5/6 5:03,2008/5/6 5:03
Case327,A10,1970/12/3 0:47,1970/12/3 0:47
Case327,A1,2009/11/3 17:50,2009/11/3 17:50
Case327,A2,2009/11/3 17:50,2009/11/3 17:50
Case327,A3,2009/11/3 17:50,2009/11/3 17:50
Case327,A4,2009/11/3 17:57,2009/11/3 17:57
Case327,A5,2009/11/3 18:04,2009/11/3 18:04
Case327,A6,2009/11/3 18:04,2009/11/3 18:04
Case327,A1,2009/11/3 22:15,2009/11/3 22:15
Case327,A6,2009/11/3 22:15,2009/11/3 22:15
Case327,A11,2009/11/3 22:15,2009/11/3 22:15
Case327,A5,2009/11/3 22:18,2009/11/3 22:18
Case327,A6,2009/11/3 22:18,2009/11/3 22:18
Case327,A14,2009/11/3 22:39,2009/11/3 22:39
Case327,A18,2009/11/3 22:39,2009/11/3 22:39
Case327,A7,2009/11/5 17:23,2009/11/5 17:23
Case327,A16,2009/11/5 17:23,2009/11/5 17:23
Case327,A5,2009/11/5 21:11,2009/11/5 21:11
Case327,A6,2009/11/5 21:22,2009/11/5 21:22
Case327,A4,2009/11/5 21:22,2009/11/5 21:22
Case327,A7,2009/11/5 22:36,2009/11/5 22:36
Case327,A8,2009/11/11 6:00,2009/11/11 6:00
Case327,A9,2009/11/11 6:00,2009/11/11 6:00
Case328,A10,1970/12/3 0:47,1970/12/3 0:47
Case328,A1,2008/6/26 20:52,2008/6/26 20:52
Case328,A2,2008/6/26 20:52,2008/6/26 20:52
Case328,A3,2008/6/26 20:52,2008/6/26 20:52
Case328,A4,2008/6/26 20:56,2008/6/26 20:56
Case328,A5,2008/6/26 21:03,2008/6/26 21:03
Case328,A6,2008/6/26 21:03,2008/6/26 21:03
Case328,A7,2008/6/26 21:14,2008/6/26 21:14
Case328,A8,2008/7/2 5:08,2008/7/2 5:08
Case328,A9,2008/7/2 5:08,2008/7/2 5:08
Case329,A10,1970/12/3 0:47,1970/12/3 0:47
Case329,A1,2008/6/11 20:04,2008/6/11 20:04
Case329,A2,2008/6/11 20:04,2008/6/11 20:04
Case329,A3,2008/6/11 20:04,2008/6/11 20:04
Case329,A13,2008/6/11 20:05,2008/6/11 20:05
Case329,A5,2008/6/11 20:09,2008/6/11 20:09
Case329,A6,2008/6/11 20:09,2008/6/11 20:09
Case329,A14,2008/6/12 15:31,2008/6/12 15:31
Case329,A18,2008/6/12 15:31,2008/6/12 15:31
Case329,A1,2008/6/16 22:16,2008/6/16 22:16
Case329,A16,2008/6/16 22:16,2008/6/16 22:16
Case329,A6,2008/6/16 22:16,2008/6/16 22:16
Case329,A19,2008/6/16 22:16,2008/6/16 22:16
Case329,A4,2008/6/17 2:26,2008/6/17 2:26
Case329,A5,2008/6/17 13:39,2008/6/17 13:39
Case329,A6,2008/6/17 13:39,2008/6/17 13:39
Case329,A1,2008/6/17 14:17,2008/6/17 14:17
Case329,A6,2008/6/17 14:17,2008/6/17 14:17
Case329,A2,2008/6/17 14:17,2008/6/17 14:17
Case329,A4,2008/6/17 14:26,2008/6/17 14:26
Case329,A5,2008/6/17 14:30,2008/6/17 14:30
Case329,A6,2008/6/17 14:30,2008/6/17 14:30
Case329,A7,2008/6/17 14:30,2008/6/17 14:30
Case329,A5,2008/6/17 16:09,2008/6/17 16:09
Case329,A6,2008/6/17 16:09,2008/6/17 16:09
Case329,A2,2008/6/17 16:09,2008/6/17 16:09
Case329,A14,2008/6/17 16:09,2008/6/17 16:09
Case329,A18,2008/6/17 16:09,2008/6/17 16:09
Case329,A7,2008/6/24 14:29,2008/6/24 14:29
Case329,A16,2008/6/24 14:29,2008/6/24 14:29
Case329,A8,2008/6/30 5:00,2008/6/30 5:00
Case329,A9,2008/6/30 5:00,2008/6/30 5:00
Case330,A10,1970/12/3 0:47,1970/12/3 0:47
Case330,A1,2009/10/22 18:42,2009/10/22 18:42
Case330,A4,2009/10/22 18:42,2009/10/22 18:42
Case330,A3,2009/10/22 18:42,2009/10/22 18:42
Case330,A5,2009/10/22 18:50,2009/10/22 18:50
Case330,A6,2009/10/22 18:50,2009/10/22 18:50
Case330,A6,2009/10/29 19:00,2009/10/29 19:00
Case330,A9,2009/10/29 19:00,2009/10/29 19:00
Case331,A10,1970/12/3 0:47,1970/12/3 0:47
Case331,A1,2008/5/5 19:47,2008/5/5 19:47
Case331,A2,2008/5/5 19:47,2008/5/5 19:47
Case331,A3,2008/5/5 19:47,2008/5/5 19:47
Case331,A4,2008/5/5 19:48,2008/5/5 19:48
Case331,A5,2008/5/5 20:02,2008/5/5 20:02
Case331,A6,2008/5/5 20:02,2008/5/5 20:02
Case331,A7,2008/5/5 21:54,2008/5/5 21:54
Case331,A8,2008/5/11 5:09,2008/5/11 5:09
Case331,A9,2008/5/11 5:09,2008/5/11 5:09
Case332,A10,1970/12/3 0:47,1970/12/3 0:47
Case332,A1,2008/12/9 23:31,2008/12/9 23:31
Case332,A2,2008/12/9 23:31,2008/12/9 23:31
Case332,A3,2008/12/9 23:31,2008/12/9 23:31
Case332,A4,2008/12/9 23:33,2008/12/9 23:33
Case332,A5,2008/12/10 14:15,2008/12/10 14:15
Case332,A6,2008/12/10 14:15,2008/12/10 14:15
Case332,A7,2008/12/11 14:40,2008/12/11 14:40
Case332,A8,2008/12/17 6:01,2008/12/17 6:01
Case332,A9,2008/12/17 6:01,2008/12/17 6:01
Case333,A10,1970/12/3 0:47,1970/12/3 0:47
Case333,A1,2008/12/3 17:09,2008/12/3 17:09
Case333,A2,2008/12/3 17:09,2008/12/3 17:09
Case333,A3,2008/12/3 17:09,2008/12/3 17:09
Case333,A11,2008/12/3 17:11,2008/12/3 17:11
Case333,A5,2008/12/3 17:14,2008/12/3 17:14
Case333,A6,2008/12/3 17:14,2008/12/3 17:14
Case333,A7,2008/12/3 17:22,2008/12/3 17:22
Case333,A8,2008/12/9 6:03,2008/12/9 6:03
Case333,A9,2008/12/9 6:03,2008/12/9 6:03
Case334,A10,1970/12/3 0:47,1970/12/3 0:47
Case334,A1,2008/4/9 19:32,2008/4/9 19:32
Case334,A2,2008/4/9 19:32,2008/4/9 19:32
Case334,A3,2008/4/9 19:32,2008/4/9 19:32
Case334,A5,2008/4/9 19:56,2008/4/9 19:56
Case334,A6,2008/4/9 19:56,2008/4/9 19:56
Case334,A7,2008/4/9 19:56,2008/4/9 19:56
Case334,A8,2008/4/15 5:04,2008/4/15 5:04
Case334,A9,2008/4/15 5:04,2008/4/15 5:04
Case335,A10,1970/12/3 0:47,1970/12/3 0:47
Case335,A1,2008/8/18 21:24,2008/8/18 21:24
Case335,A2,2008/8/18 21:24,2008/8/18 21:24
Case335,A3,2008/8/18 21:24,2008/8/18 21:24
Case335,A4,2008/8/18 21:25,2008/8/18 21:25
Case335,A5,2008/8/18 21:27,2008/8/18 21:27
Case335,A6,2008/8/18 21:27,2008/8/18 21:27
Case335,A1,2008/8/18 21:30,2008/8/18 21:30
Case335,A6,2008/8/18 21:30,2008/8/18 21:30
